Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Cell cycle	78/124	3.36490903657018e-18	1.06667616459275e-15	4.93092718288909	198.386638035285	CDC25A;CDC25B;RBX1;CDC20;CDC25C;BUB1B;MAD2L1;TP53;MAD2L2;PCNA;RB1;CDC23;CCND3;CHEK1;CHEK2;E2F1;PTTG1;E2F2;E2F3;E2F4;PLK1;GADD45B;GADD45A;GADD45G;CCNA2;STAG1;TFDP1;TFDP2;MDM2;PRKDC;PKMYT1;ANAPC11;SMC3;CCNB2;CCNB1;SKP2;CDC7;CDC6;SMC1A;RBL1;CDK6;ESPL1;CDK4;CDK2;MCM4;CDK1;MCM5;MCM6;MCM7;ATR;MCM2;MCM3;GSK3B;YWHAE;ORC6;ORC5;RAD21;ORC1;ORC3;YWHAQ;YWHAH;CDKN2C;CDKN2D;CDKN2A;CDKN2B;WEE1;DBF4;CCNE2;CCNE1;ANAPC5;ANAPC7;HDAC1;CDKN1A;HDAC2;TTK;CDC45;BUB3;BUB1	1	KEGG_2021_Human
DNA replication	33/36	1.1003469306632e-16	1.74404988510117e-14	31.7994542974079	1168.49435148542	RFC4;RFC5;RFC2;LIG1;RFC3;RFC1;RPA2;RPA3;RPA1;RNASEH1;POLA1;POLA2;POLE2;POLE3;POLE4;MCM4;MCM5;DNA2;MCM6;MCM7;RNASEH2A;MCM2;MCM3;PCNA;FEN1;RNASEH2C;RNASEH2B;PRIM2;PRIM1;POLE;POLD1;POLD2;POLD3	2	KEGG_2021_Human
Amyotrophic lateral sclerosis	164/364	9.85804475688862e-16	1.04166672931123e-13	2.400304	82.937880869121	NUP210;MAPK14;MAPK11;MAPK12;NUP93;PSMC5;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;ULK2;PFN1;TP53;NUP205;PSMD9;ACTB;PSMD8;NUP85;PSMD3;PSMD4;PSMD1;NUP88;SIGMAR1;COX8A;RAB39B;COX7A2L;HNRNPA1L2;ATF6;ATF4;GLE1;PPP3R1;NUP62;SEC13;NDC1;TUBB;ATP5F1D;TUBB2A;COX6C;TOMM40L;COX7B;PPP3CB;ACTR1B;ATG101;ATP5PF;ATP5PD;ATP5PB;TUBB4B;COX6B1;TUBB4A;PSMA6;PSMA4;HNRNPA2B1;PSMA2;PSMA3;PSMA1;ATP5PO;COX5A;TOMM40;NDUFA12;NDUFA13;NDUFA10;NDUFA11;NUP188;TUBA1A;PSMB7;ATP5F1A;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;RAB8A;RAC1;NEFH;ALYREF;SDHD;SDHC;TUBA8;ATXN2L;UQCRQ;SRSF3;SRSF7;NDUFB11;NDUFB10;TNF;NUP160;COX6A1;TUBB6;TUBB3;RAE1;NDUFV2;NDUFV1;NUP153;NUP155;TRAF2;EIF2S1;SEM1;BCL2L1;DNAL1;DNAL4;ACTG1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;TPR;CYC1;MAP2K6;GPX7;NDUFC2;NUP133;NUP50;NDUFS8;NDUFS7;NUP54;NDUFS6;NDUFS4;NDUFS3;CYCS;NDUFS2;NDUFS1;MCU;PSMD11;NDUFB9;SEH1L;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC2;NUP43;UQCRFS1;CASP3;NDUFA9;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;UQCRHL;CAT;NUP35;ANG;DDIT3;MATR3;VDAC1;NUP37;HDAC6;NUP107;NXT1;NXT2;DCTN3;DCTN2;HNRNPA3;SPG11;HNRNPA1	3	KEGG_2021_Human
Fanconi anemia pathway	42/54	1.90985862696484e-15	1.51356296186963e-13	10.1296368606013	343.311091432662	CENPX;RMI1;RMI2;PALB2;RAD51C;UBE2T;FANCD2;SLX1B;FAN1;ATR;CENPS;BRCA1;BRCA2;FAAP24;SLX4;USP1;FAAP100;PMS2;FANCI;FANCL;MLH1;FANCM;TOP3A;FANCB;RPA2;FANCA;RPA3;FANCC;RPA1;FANCE;FANCG;ERCC1;RAD51;ERCC4;TELO2;CENPS-CORT;BLM;MUS81;BRIP1;EME1;POLI;POLH	4	KEGG_2021_Human
Parkinson disease	118/249	1.49015204882101e-13	9.44756398952518e-12	2.62499508340065	77.5285159155307	TRAP1;PSMC5;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;CALM3;TP53;UBE2L3;PSMD9;PSMD8;PSMD3;PSMD4;PSMD1;COX8A;COX7A2L;ATF6;ATF4;TXN;UBE2J1;PLCG1;PRKACA;TUBB;ATP5F1D;TUBB2A;COX6C;COX7B;ATP5PF;ATP5PD;ATP5PB;TUBB4B;COX6B1;TUBB4A;PSMA6;PSMA4;PSMA2;PSMA3;PSMA1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;TUBA1A;GNAI2;PSMB7;ATP5F1A;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;SDHD;SDHC;TUBA8;UQCRQ;PPIF;NDUFB11;NDUFB10;PARK7;COX6A1;TUBB6;TUBB3;NDUFV2;NDUFV1;EIF2S1;SEM1;BCL2L1;TXN2;ATP5MC3;HTRA2;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;NDUFC2;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;CYCS;NDUFS2;NDUFS1;NFE2L2;MCU;PSMD11;NDUFB9;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC2;ITPR1;UQCRFS1;CASP3;NDUFA9;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;UQCRHL;DDIT3;VDAC3;VDAC2;VDAC1;SLC25A5;CAMK2G	5	KEGG_2021_Human
Prion disease	126/273	2.49728226763037e-13	1.31939746473138e-11	2.49912096636987	72.5204997510047	MAPK14;MAPK11;MAPK12;PSMC5;PSMC2;PSMC3;HSPA1A;BAX;PSMC1;UQCRC1;HSPA1B;PSMD9;PSMD8;CREB3L4;PSMD3;PSMD4;PSMD1;EGR1;COX8A;COX7A2L;CSNK2B;ATF4;PPP3R1;PRKACA;TUBB;ATP5F1D;TUBB2A;COX6C;COX7B;PPP3CB;ATP5PF;ATP5PD;ATP5PB;CSNK2A3;TUBB4B;COX6B1;TUBB4A;PSMA6;PSMA4;PSMA2;PSMA3;PSMA1;ATP5PO;COX5A;RYR1;NDUFA12;NDUFA13;NDUFA10;NDUFA11;TUBA1A;PSMB7;ATP5F1A;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;RAC1;RAC2;SDHD;SDHC;TUBA8;UQCRQ;PPIF;NDUFB11;ATF6B;NDUFB10;TNF;COX6A1;TUBB6;TUBB3;NDUFV2;NDUFV1;EIF2S1;CREB1;SEM1;NCF2;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;CAV1;HSPA2;NDUFC2;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;CYCS;NDUFS2;NDUFS1;MCU;PSMD11;GSK3B;NDUFB9;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB3;ITPR3;NDUFB2;NDUFB1;PIK3R3;KLC2;ITPR1;UQCRFS1;CASP3;NDUFA9;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;UQCRHL;DDIT3;VDAC3;VDAC2;VDAC1;SLC25A5;MAPK3	6	KEGG_2021_Human
Homologous recombination	33/41	3.51525910007471e-13	1.59191019246241e-11	11.9207756772559	341.846039949827	TOP3A;XRCC3;RPA2;RPA3;XRCC2;RPA1;PALB2;RAD50;RAD51C;RAD51B;RAD51;RAD51D;RAD52;SEM1;MRE11;BLM;ABRAXAS1;MUS81;BRCA1;BRCC3;BRCA2;RAD54B;BRIP1;BABAM1;EME1;POLD1;POLD2;RAD54L;POLD3;NBN;TOPBP1;RBBP8;BARD1	7	KEGG_2021_Human
RNA transport	90/186	2.72419404387467e-11	1.07946188988534e-09	2.72344304296413	66.2511928242571	UBE2I;EIF1AX;ALYREF;UPF3B;NUP210;UPF3A;SRRM1;NUP93;DDX39B;CLNS1A;RPP25;RAN;CYFIP2;NUP205;CYFIP1;GEMIN2;GEMIN4;CASC3;NUP160;PNN;MAGOH;NUP85;SAP18;NUP88;RAE1;RPP14;EIF2B5;SNUPN;EIF2B3;NUP153;PYM1;NUP155;EIF2S3;EIF2S2;EIF2S1;GEMIN6;RNPS1;GEMIN8;POP7;POP5;EIF4EBP1;POP4;RPP30;AAAS;GLE1;TPR;NUP62;EIF4EBP3;EIF2B2;EIF2B1;SEC13;NDC1;ELAC1;NUP133;MAGOHB;DDX19B;NUP50;NUP54;PABPC4;SEH1L;RBM8A;NUP43;SMN1;EIF3A;PRMT5;THOC1;THOC3;THOC6;THOC5;THOC7;KPNB1;XPOT;EIF3H;NUP35;EIF3I;PABPC1L;TACC3;EIF3D;NUP37;EIF4A3;NUP107;NXT1;NXT2;DDX20;NUP188;XPO1;SUMO2;SUMO1;SUMO4;SUMO3	8	KEGG_2021_Human
Huntington disease	131/306	5.9558082074739e-11	2.0977680019658e-09	2.18056938491669	51.3394762980585	PSMC5;PSMC2;PSMC3;BAX;PSMC1;UQCRC1;TFAM;ULK2;TP53;PSMD9;PSMD8;CREB3L4;PSMD3;PSMD4;PSMD1;AP2S1;COX8A;COX7A2L;TUBB;ATP5F1D;TUBB2A;COX6C;COX7B;CLTA;BBC3;ACTR1B;ATG101;ATP5PF;ATP5PD;ATP5PB;TUBB4B;COX6B1;TUBB4A;PSMA6;PSMA4;PSMA2;PSMA3;PSMA1;ATP5PO;PPARG;PLCB3;HIP1;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;AP2A1;TUBA1A;PSMB7;ATP5F1A;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;SDHD;SDHC;TUBA8;UQCRQ;PPIF;NDUFB11;NDUFB10;COX6A1;TUBB6;TUBB3;NDUFV2;NDUFV1;TRAF2;CREB1;SEM1;TAF4B;DNAL1;DNAL4;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;AP2M1;GPX7;NDUFC2;SP1;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;CYCS;NDUFS2;NDUFS1;PSMD11;NDUFB9;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB3;NDUFB2;NDUFB1;NRF1;KLC2;ITPR1;UQCRFS1;CASP3;NDUFA9;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;SOD2;UQCRHL;VDAC3;VDAC2;VDAC1;SLC25A5;DCTN3;HDAC1;DCTN2;HDAC2;POLR2D;POLR2E;POLR2G;POLR2H;POLR2J;IFT57;POLR2K	9	KEGG_2021_Human
Base excision repair	26/33	2.86519955315952e-10	9.08268258351568e-09	10.7199577378635	235.551913976142	MBD4;PARP2;LIG1;PARP1;XRCC1;SMUG1;NEIL3;POLE2;APEX2;POLE3;APEX1;POLE4;PCNA;FEN1;MPG;OGG1;HMGB1;UNG;POLB;POLE;NTHL1;POLD1;POLD2;POLD3;POLL;MUTYH	10	KEGG_2021_Human
