# factor-levels: seurat_clusters=c1|c2|c3|c4|c5|c6|c7|c8|c9|c10|c11|c12|c13|c14|c15|c16|c17|c18|c19|c20|c21|c22|c23|c24|c25|c26|c27

p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_clusters
5.56405803747096e-38	2.21425567760775	0.024	0.005	1.86607378460701e-33	IL23R	c9
1.10057904117642e-35	1.87880194641505	0.029	0.007	3.69112198829747e-31	TRBV12-2	c9
3.97298819318388e-70	1.87809432308147	0.076	0.022	1.33246078023001e-65	TRAV38-1	c9
1.53633017015549e-13	1.78828933203608	0.018	0.006	5.15254412466748e-09	PKIG	c9
3.97988542856493e-13	1.51658023755128	0.019	0.007	1.33477397503211e-08	AL357992.1	c9
1.50524651804506e-184	1.3794774058338	0.331	0.131	5.04829577221951e-180	CCL3	c9
1.73272487509557e-30	1.32505645467431	0.052	0.02	5.81121268609551e-26	RORC	c9
2.35353768661657e-15	1.30282580994624	0.024	0.009	7.89329469337465e-11	CCR1	c9
1.40204739095967e-35	1.27990013559941	0.061	0.023	4.70218653980055e-31	NR5A2	c9
9.78303688457389e-32	1.27544708031044	0.091	0.044	3.28103491034839e-27	TRBV20-1	c9
1.91036614252213e-36	1.24419730051998	0.058	0.021	6.40698596879071e-32	TRAV6	c9
4.42129449893069e-84	1.2246297786826	0.134	0.048	1.48281374905138e-79	RCAN2	c9
1.46735767234945e-08	1.20586175456415	0.013	0.005	0.000492122416152558	SFTPB	c9
3.69990958345951e-10	1.15844247183037	0.021	0.009	1.24087567610065e-05	DPP4	c9
4.10426114675468e-33	1.15211202252917	0.061	0.024	1.37648710339858e-28	OTUB2	c9
1.27078752657157e-32	1.14592829005935	0.075	0.032	4.26196720661574e-28	TRAV1-2	c9
6.88256812231999e-07	1.13634049171218	0.02	0.01	0.0230827569686368	TRBV11-2	c9
0	1.07734930173888	0.92	0.534	0	GZMH	c9
2.77137932939001e-14	1.07178692055486	0.03	0.013	9.29465199490822e-10	E2F7	c9
2.97401948562528e-20	1.07088545499682	0.049	0.022	9.97426655089006e-16	AC011611.3	c9
2.30731230605667e-121	1.06487706875666	0.318	0.149	7.73826401205287e-117	CD70	c9
2.0260453989219e-19	1.06000057617004	0.043	0.019	6.79495105890426e-15	LINC00158	c9
